transaction_id,submitter_IBAN,submitter_BIC,receiver_IBAN,receiver_BIC,reference,amount,currency,transaction_date,transaction_time,is_suspicious
55b758bd-e913-4a05-91ed-700a79f7ff6b,DE620320434763435666,UMIAGBLMQNN,DE704893192789083728,IRIAGB1P2JO,Leg second find continue.,7352.07,USD,2020-05-03,00:17:33,False
9de8b20b-12e6-4585-aa98-0425f01aeb5a,DE986890066894631296,EYABGBBA0PJ,DE069041070973935110,EZJTGB5Z9Q2,Bag election sort adult language.,8460.59,USD,2023-10-23,08:01:20,False
b24e438e-717e-441e-b87b-8b31a78864b6,DE695757823403293857,HCGSGBA0O1G,DE888154295492679020,JTEKGB2QF1U,Eat lot million hot situation final.,5870.51,USD,2023-10-19,13:35:19,False
fdc8eac0-51d3-4372-9c8b-a799aeac4321,DE425954037548878431,BXMSGBKOZF1,DE600946233959523699,FXUIGB6P376,Culture travel huge dream while.,8158.88,USD,2020-02-18,05:18:07,False
e2ee0fab-54a8-424f-a832-db317a5ef183,DE218584344173179897,QVZWGBUM76C,DE115468695500227544,ZAMCGBTJB45,Real hotel several black successful goal same.,1591.84,USD,2024-01-06,14:40:53,False
0fee2913-bb2d-417e-8edb-1e2c11c7fd4c,DE373323828901353709,JAXXGB8FVOL,DE615470429685987619,VGHZGBSZZHY,Letter oil information together give student find.,5566.11,EUR,2023-11-17,18:29:51,False
08933eee-35ed-4bdb-9b6a-34ea13fb5e2e,DE670260291324141532,LTYTGB00B2K,DE722233163928688533,HTRXGBB3XOT,Project seat bad shake.,7743.83,USD,2023-01-26,08:36:36,False
5f7da536-a2db-4185-9ef8-f986f22aece9,DE609416754698782101,FSQEGBI3PCK,DE459827792218789728,YUYFGBWFQOI,Civil almost around center toward.,4992.05,EUR,2023-01-06,15:18:43,False
6c9833c2-6f34-4137-99c5-697c9710d5ab,DE279058401091769429,SBFBGBI9T8F,DE785699393638333355,EDFWGB0WCS3,Oil bag loss Mrs next energy.,8688.24,USD,2022-03-30,02:40:35,False
ebe97a20-ecd9-4079-a7c1-9d90028bf733,DE164379728121201751,YIOAGB9I1DF,DE468208000502330524,ZCQPGBV17S5,Game water read.,8352.6,EUR,2021-04-24,07:23:14,False
abc942a5-6052-47d7-9300-d227082da6f9,DE274659296139222229,QJHTGB7OTPQ,DE971748624631078364,KSXQGB9DMFV,Article watch outside good.,3283.32,EUR,2023-05-17,00:22:01,False
02dd04e4-28b7-4e77-b12c-c45c76bb79d7,DE495106617850785478,LKOVGBVUHI5,DE382723134840348877,BMPZGB2M92M,Around bank woman peace education.,6995.72,USD,2020-12-15,00:33:58,False
9f1864f4-86d1-4ba9-9f8c-0c0136a125a6,DE465323037263223203,LSGBGBLB90Y,DE168781513849899853,ZCGGGBQL5VJ,Choose everybody southern alone part debate successful.,3839.62,USD,2020-03-28,16:55:06,False
46df5d94-45e9-4b3d-90d0-127532349a64,DE411479769791637939,TWCUGBG6V5T,DE142624189654453395,ITBQGB7PN22,Visit customer I enough budget pressure heavy.,529.23,EUR,2021-10-21,14:23:34,False
de686b73-ce90-4adc-9c3c-c749e00ef64e,DE356986323361930307,IDGSGBOGPFT,DE696035760041064603,ZYJDGBLE0KY,Sell defense speak technology however.,7420.02,USD,2022-02-26,06:53:57,False
deb2d163-c654-4675-8b51-caa7bca0f443,DE263590333239691887,ETMEGB8M08W,DE990723201297474465,NAUSGBH7PX6,Pay against hear drug that.,4985.78,USD,2023-12-04,22:15:15,False
5710e04b-fe73-4c0c-a737-7b5ca99e7b95,DE646625181617572901,USFOGBB9K3W,DE073609967908535130,CXWHGBO0J9R,Owner respond cultural step relationship network that.,2512.04,EUR,2021-11-11,08:54:39,False
a447960a-c513-40f7-8b4b-ba1630ad5e8b,DE008281854849816496,JDQXGBV8MPS,DE252696812085906614,HLDXGBQF1R5,Fine turn person piece politics.,5318.79,EUR,2024-04-22,02:48:37,False
8f0355f9-e53b-4fc7-b017-05da0d14d414,DE310758171883453051,IHTVGBK4PTL,DE111583037437590921,EYSJGBYE8G3,None special class ability include forward.,497.52,EUR,2022-07-25,00:28:50,False
2af019ac-9fef-48fc-8f49-d05652b30d36,DE961843146380347794,UCWAGBOO8RW,DE131913228000595389,AYOHGBFJN8X,Heavy action rule animal dog unit charge.,4529.28,USD,2020-06-17,08:46:05,False
4e16b218-a467-4031-a885-9ed181a762c9,DE141794692915794322,NAAXGBLAIVR,DE925538694767519305,WETLGBGZI2Y,Forward which dream health why to front involve.,5517.16,EUR,2022-05-30,04:38:58,False
85820aaf-bf62-4477-9600-220b4cb576eb,DE318279154457282299,RYXPGB7IYNU,DE766941969317619446,BSQTGB8VVG3,Focus from air community painting.,9984.38,EUR,2021-11-27,20:47:29,False
b095bd95-328e-4d04-b130-b4043aabcaa3,DE891905971408824884,GBXMGBTK7BN,DE781270351246466893,FCREGB98H74,Design contain perform get answer rise.,9998.48,USD,2021-05-12,06:05:22,False
bb906e17-6e40-4b46-9c90-c62673125fd0,DE910785502478691286,NBWDGBSJIJJ,DE122581932517316501,IASGGBVXVJM,Professor investment fund age full what heavy.,7074.47,EUR,2023-02-18,20:18:21,False
5489fa0e-3839-40e3-a445-f2e37d188f74,DE759297385737667880,OXPAGB9CS2P,DE682344704428510618,KMAMGBESQFD,Rock performance sea much.,7724.73,EUR,2023-12-09,07:01:48,False
90aa71b7-003d-493a-a41a-3cda53258c5a,DE928919603084720926,DTIUGBT7OH1,DE886448363004340545,RITSGB8WG0C,Field response eye good build.,2940.83,USD,2021-11-13,04:36:17,False
29c1f290-5abf-4413-90c1-e6f6e8aac3ed,DE811591027380109069,JKHIGBPQWMG,DE414287888755549611,QNDGGB0XCZL,Almost require down would.,1572.26,EUR,2023-04-09,13:36:09,False
dfc001a5-4c1f-4fa7-b0ab-a12ce77d93db,DE735489445189615555,LXFAGBKGVZS,DE910181277438832969,EYSUGB8JS6V,Usually stop could collection.,4833.92,USD,2022-01-14,03:19:36,False
77ca9e47-7d4a-426f-8cf9-a563ebb0fa67,DE516148335847420154,HKNEGB4UZ62,DE384136230851161971,AHXBGBDOG48,Energy final program knowledge source next.,7227.67,USD,2024-04-21,07:21:16,False
afdac89c-59c8-413b-a6c5-cea65e3f9800,DE573677053985284248,WAVYGB3ZLU7,DE042934721374844050,DPHDGBT7HH3,Involve save risk how include scientist contain reach.,8905.04,EUR,2020-08-16,01:35:37,False
ef3d76f7-e4c5-47ec-ad3c-87e7313c7190,DE159795693715253503,XELWGB3Z44I,DE760082370950990226,QMOFGBB5K1Z,Can always live page minute.,8216.53,USD,2021-03-27,06:58:31,False
a9eca66d-9539-4188-a6f6-85398acd138e,DE319380869429422650,DLYQGBH66JF,DE606135245901145469,LPDYGBBDOZI,Thank management manager husband.,3325.91,USD,2021-09-03,03:56:01,False
362a9c19-e81a-451f-a704-8f03f56130c8,DE701110335856865971,NIIMGBI06US,DE150118975260033222,HSEEGB7LJBH,Because suggest wind.,4965.7,USD,2022-02-06,19:21:23,False
4b085f81-a193-4442-a940-778fd605845a,DE733630898151102497,QFPXGBHQN4H,DE704868411371512184,ZLFQGBQCMTB,Ready arm subject big tax question bad home.,8119.9,USD,2020-02-05,16:57:42,False
64d6a367-b215-4da9-86f2-819bcce24c51,DE984907175814735335,AYGPGB9IKXJ,DE102344226691924183,LVVPGBGCVE5,Do computer force computer half voice different.,2852.55,USD,2020-08-05,07:16:52,False
91dba1c0-511c-4ca4-977b-8f6c0f14b002,DE032432602582112581,KHMIGBY1A2C,DE999793356157428312,CWXBGB1UXU9,Type use mind close.,3748.52,USD,2024-01-18,20:03:12,False
6c22b2e5-aab1-44f6-a96b-5d14c3a225b2,DE485054672404516998,DWRKGBM87GU,DE053335651365142221,RTYEGBAMYKT,Example state former role movement western financial.,1289.99,EUR,2023-07-02,10:50:23,False
b10c1622-f047-492a-b694-e3b153a5c125,DE521429800814221944,URFAGBEN0WC,DE254929555124812042,CAVKGBTSHDS,Anyone their both work player ten meeting.,3678.75,EUR,2021-06-09,13:51:24,False
446add69-9ac0-45d3-9c53-29e9bf78c0a2,DE701172657391981682,RXAUGBA6XHE,DE010811630510312698,NAAGGB8X9VR,Subject add important water history claim.,5562.66,USD,2024-04-21,04:53:25,False
